Incident Number,Area,Completed Incident Date,Land Type,Waste Type,Incident Size,Overall Environmental Impact
17142677207,Kent South London and East Sussex,4/14/2016,Footpath / Bridleway,Black bags - house hold,Significant/multiple loads,4
13141020703,East Anglia,4/14/2016,Other (Unidentified),Tyres,Transit van load,4
22142728812,Wessex,4/21/2016,Watercourse / Bank,"Chemical drums, oil or fuel",Other single item,3
19142992409,North East,4/26/2016,Private - Residential,Other house hold waste,Small van load,4
23142376913,West Midlands,4/27/2016,Watercourse / Bank,"Chemical drums, oil or fuel",Other single item,4
24142903814,Yorkshire,4/29/2016,Commercial / Industrial,Green,Significant/multiple loads,3
17141888107,Kent South London and East Sussex,5/3/2016,Other (Unidentified),Construction/demolition/excavation,Significant/multiple loads,3
424231066322,East Midlands,5/3/2016,Highway,Other (unidentified),Significant/multiple loads,3
13141721103,East Anglia,5/4/2016,Agricultural,Other (unidentified),Tipper lorry load,4
23141546613,West Midlands,5/4/2016,Other (Unidentified),"Chemical drums, oil or fuel",Car boot load or less,4
16143111506,Hertfordshire and North London,5/4/2016,Watercourse / Bank,"Chemical drums, oil or fuel",Other single item,4
23143291313,West Midlands,5/11/2016,Other (Unidentified),Other house hold waste,Transit van load,4
14142731804,East Midlands,5/16/2016,Council Land,Other commercial waste,Other single item,4
17143535407,Kent South London and East Sussex,5/17/2016,Agricultural,"Chemical drums, oil or fuel",Small van load,3
25021159590,North East,5/20/2016,Private - Residential,Black bags - house hold,Small van load,3
244451472005,Lincolnshire and Northamptonshire,5/20/2016,Commercial / Industrial,Black bags - commercial,Significant/multiple loads,3
16143405606,Hertfordshire and North London,5/20/2016,Highway,Tyres,Car boot load or less,4
18142841108,Lincolnshire and Northamptonshire,5/23/2016,Private - Residential,Construction/demolition/excavation,Tipper lorry load,3
19143392709,North East,5/25/2016,Agricultural,Construction/demolition/excavation,Tipper lorry load,3
13143039903,East Anglia,5/27/2016,Agricultural,Construction/demolition/excavation,Tipper lorry load,3
21143666011,Thames,5/29/2016,Watercourse / Bank,Black bags - house hold,Car boot load or less,3
12142926402,"Devon, Cornwall and the Isles of Scilly",6/2/2016,Commercial / Industrial,Other commercial waste,Significant/multiple loads,3
19143597609,North East,6/3/2016,Commercial / Industrial,Construction/demolition/excavation,Significant/multiple loads,3
24143813014,Yorkshire,6/6/2016,Watercourse / Bank,Asbestos,Tipper lorry load,3
20144085410,Solent and South Downs,6/10/2016,Other (Unidentified),Black bags - commercial,Small van load,4
17142326007,Kent South London and East Sussex,6/13/2016,Commercial / Industrial,other house hold waste,significant/multiple loads,3
15143585705,Greater Manchester Merseyside and Cheshire,6/15/2016,Council Land,Construction/demolition/excavation,Tipper lorry load,3
22142788712,Wessex,6/15/2016,Agricultural,Construction/demolition/excavation,Small van load,4
23144451413,West Midlands,6/16/2016,Watercourse / Bank,"Chemical drums, oil or fuel",Other single item,3
19144550109,North East,6/22/2016,Agricultural,Vehicle parts,Tipper lorry load,3
22143931212,Wessex,6/24/2016,Watercourse / Bank,Black bags - house hold,Single black bag,3
21143794711,Thames,6/27/2016,Highway,"Chemical drums, oil or fuel",Significant/multiple loads,3
19144729009,North East,6/27/2016,Back Alleyway,"Chemical drums, oil or fuel",Car boot load or less,4
14144623904,East Midlands,6/27/2016,Footpath / Bridleway,Green,Small van load,3
22144807112,Wessex,6/28/2016,Highway,Asbestos,Car boot load or less,4
19144724509,North East,6/29/2016,Council Land,Other (unidentified),Small van load,3
23143802813,West Midlands,7/1/2016,Commercial / Industrial,Other house hold waste,Significant/multiple loads,3
19144946409,North East,7/4/2016,Highway,Other (unidentified),Other single item,3
11140303601,Cumbria and Lancashire,7/4/2016,Agricultural,Other (unidentified),Significant/multiple loads,3
22144985212,Wessex,7/5/2016,Watercourse / Bank,White Goods,Small van load,3
14144143104,East Midlands,7/11/2016,Watercourse / Bank,Animal Carcass,Single black bag,3
16143133406,Hertfordshire and North London,7/11/2016,Highway,"Chemical drums, oil or fuel",Small van load,3
11144565301,Cumbria and Lancashire,7/12/2016,Other (Unidentified),Construction/demolition/excavation,Small van load,3
22144954112,Wessex,7/14/2016,Watercourse / Bank,Green,Small van load,3
23145083313,West Midlands,7/15/2016,Watercourse / Bank,"Chemical drums, oil or fuel",Other single item,3
23145354613,West Midlands,7/18/2016,Back Alleyway,"Chemical drums, oil or fuel",Other single item,4
21145406411,Thames,7/19/2016,Watercourse / Bank,Vehicle parts,Other single item,3
22145513912,Wessex,7/23/2016,Watercourse / Bank,Other house hold waste,Car boot load or less,3
425180958185,Thames,7/25/2016,Commercial / Industrial,Other commercial waste,Significant/multiple loads,3
17145054207,Kent South London and East Sussex,7/25/2016,Commercial / Industrial,Construction/demolition/excavation,Significant/multiple loads,3
24144131414,Yorkshire,7/26/2016,Other (Unidentified),Asbestos,Car boot load or less,3
16144171006,Hertfordshire and North London,7/26/2016,Watercourse / Bank,Other house hold waste,Transit van load,4
22142744512,Wessex,7/26/2016,Other (Unidentified),Other house hold waste,Significant/multiple loads,3
17145712007,Kent South London and East Sussex,7/28/2016,Highway,Asbestos,Single black bag,3
21144515411,Thames,7/29/2016,Highway,Other (unidentified),Other single item,3
19145710409,North East,8/2/2016,Commercial / Industrial,Construction/demolition/excavation,Small van load,3
22145764112,Wessex,8/2/2016,Commercial / Industrial,Black bags - house hold,Tipper lorry load,3
23145408013,West Midlands,8/4/2016,Commercial / Industrial,Construction/demolition/excavation,Small van load,4
23145085213,West Midlands,8/4/2016,Footpath / Bridleway,"Chemical drums, oil or fuel",Transit van load,4
11144943901,Cumbria and Lancashire,8/5/2016,Commercial / Industrial,Other commercial waste,Significant/multiple loads,3
11145174301,Cumbria and Lancashire,8/8/2016,Commercial / Industrial,Other house hold waste,Significant/multiple loads,2
11145198801,Cumbria and Lancashire,8/8/2016,Commercial / Industrial,Other house hold waste,Significant/multiple loads,2
11145601301,Cumbria and Lancashire,8/9/2016,Council Land,Asbestos,Small van load,3
13145298803,East Anglia,8/10/2016,Commercial / Industrial,Construction/demolition/excavation,Tipper lorry load,3
22145532012,Wessex,8/10/2016,Other (Unidentified),"Chemical drums, oil or fuel",Small van load,4
11141586301,Cumbria and Lancashire,8/11/2016,Commercial / Industrial,Construction/demolition/excavation,Small van load,3
21146095911,Thames,8/12/2016,Watercourse / Bank,Other (unidentified),Other single item,3
315571464623,West Midlands,8/15/2016,Agricultural,Construction/demolition/excavation,Tipper lorry load,3
23144833213,West Midlands,8/15/2016,Commercial / Industrial,Other commercial waste,Significant/multiple loads,2
17146180207,Kent South London and East Sussex,8/15/2016,Highway,White Goods,Small van load,3
22145963312,Wessex,8/15/2016,Council Land,Other house hold waste,Transit van load,3
12144016302,"Devon, Cornwall and the Isles of Scilly",8/16/2016,Watercourse / Bank,Animal Carcass,Single black bag,3
15146257405,Greater Manchester Merseyside and Cheshire,8/16/2016,Agricultural,Construction/demolition/excavation,Tipper lorry load,4
13146209903,East Anglia,8/19/2016,Other (Unidentified),Black bags - commercial,Car boot load or less,3
20146053510,Solent and South Downs,8/19/2016,Council Land,Construction/demolition/excavation,Significant/multiple loads,3
17146268407,Kent South London and East Sussex,8/22/2016,Commercial / Industrial,Construction/demolition/excavation,Significant/multiple loads,3
23146049513,West Midlands,8/23/2016,Watercourse / Bank,"Chemical drums, oil or fuel",Other single item,3
17146191107,Kent South London and East Sussex,8/30/2016,Watercourse / Bank,"Chemical drums, oil or fuel",Car boot load or less,3
18146556208,Lincolnshire and Northamptonshire,8/30/2016,Watercourse / Bank,Vehicle parts,Small van load,3
235231358328,"Devon, Cornwall and the Isles of Scilly",9/1/2016,Council Land,Black bags - house hold,Significant/multiple loads,3
17146692307,Kent South London and East Sussex,9/2/2016,Watercourse / Bank,"Chemical drums, oil or fuel",Other single item,3
16142624606,Hertfordshire and North London,9/2/2016,Private - Residential,Other (unidentified),Car boot load or less,3
15146773805,Greater Manchester Merseyside and Cheshire,9/5/2016,Council Land,other house hold waste,Significant/multiple loads,3
13146755403,East Anglia,9/5/2016,Watercourse / Bank,Green,Single black bag,3
11145680901,Cumbria and Lancashire,9/7/2016,Commercial / Industrial,Other commercial waste,Transit van load,3
16143698306,Hertfordshire and North London,9/14/2016,Highway,Other (unidentified),Car boot load or less,3
18146496108,Lincolnshire and Northamptonshire,9/14/2016,Watercourse / Bank,Green,Small van load,3
13146983403,East Anglia,9/16/2016,Private - Residential,Black bags - house hold,Tipper lorry load,3
24146767514,Yorkshire,9/19/2016,Private - Residential,other house hold waste,Significant/multiple loads,3
18147147208,Lincolnshire and Northamptonshire,9/19/2016,Commercial / Industrial,Black bags - house hold,Small van load,3
16144292806,Hertfordshire and North London,9/21/2016,Highway,"Chemical drums, oil or fuel",Small van load,4
18146342308,Lincolnshire and Northamptonshire,9/22/2016,Other (Unidentified),"Chemical drums, oil or fuel",Other single item,3
15147229105,Greater Manchester Merseyside and Cheshire,9/22/2016,Other (Unidentified),Black bags - house hold,Car boot load or less,3
16147315706,Hertfordshire and North London,9/22/2016,Commercial / Industrial,Other commercial waste,Significant/multiple loads,4
23147352013,West Midlands,9/22/2016,Other (Unidentified),other house hold waste,Car boot load or less,3
13146164503,East Anglia,9/26/2016,Watercourse / Bank,Other (unidentified),Car boot load or less,3
23147305513,West Midlands,9/27/2016,Council Land,other house hold waste,Tipper lorry load,4
21147327511,Thames,9/29/2016,Footpath / Bridleway,"Chemical drums, oil or fuel",Transit van load,3
21147489911,Thames,9/29/2016,Highway,"Chemical drums, oil or fuel",Other single item,3
17146391107,Kent South London and East Sussex,9/30/2016,Watercourse / Bank,"Chemical drums, oil or fuel",Single black bag,3
19147578209,North East,10/4/2016,Council Land,"Chemical drums, oil or fuel",Small van load,3
12147601302,"Devon, Cornwall and the Isles of Scilly",10/4/2016,Watercourse / Bank,Green,Small van load,3
17146836207,Kent South London and East Sussex,10/5/2016,Commercial / Industrial,Construction/demolition/excavation,Small van load,4
17144874207,Kent South London and East Sussex,10/5/2016,Other (Unidentified),Other house hold waste,Significant/multiple loads,3
17146541407,Kent South London and East Sussex,10/5/2016,Other (Unidentified),Other house hold waste,Significant/multiple loads,3
15147568205,Greater Manchester Merseyside and Cheshire,10/5/2016,Commercial / Industrial,Other commercial waste,Significant/multiple loads,3
16145240206,Hertfordshire and North London,10/6/2016,Other (Unidentified),Black bags - house hold,Significant/multiple loads,3
15147696805,Greater Manchester Merseyside and Cheshire,10/7/2016,Commercial / Industrial,Other commercial waste,Significant/multiple loads,3
18147685408,Lincolnshire and Northamptonshire,10/7/2016,Agricultural,Black bags - house hold,Single black bag,4
18147606108,Lincolnshire and Northamptonshire,10/7/2016,Commercial / Industrial,Construction/demolition/excavation,Small van load,3
17147729807,Kent South London and East Sussex,10/11/2016,Council Land,"Chemical drums, oil or fuel",Other single item,4
13147377903,East Anglia,10/12/2016,Watercourse / Bank,Other house hold waste,Single black bag,4
335151253785,East Anglia,10/14/2016,Commercial / Industrial,Other commercial waste,Tipper lorry load,3
135231159079,Thames,10/14/2016,Private - Residential,Construction/demolition/excavation,Transit van load,4
17147602007,Kent South London and East Sussex,10/14/2016,Watercourse / Bank,Other house hold waste,Single black bag,3
17147888307,Kent South London and East Sussex,10/17/2016,Watercourse / Bank,Vehicle parts,Other single item,4
13147678703,East Anglia,10/17/2016,Council Land,Construction/demolition/excavation,Small van load,3
13147531503,East Anglia,10/17/2016,Highway,Black bags - house hold,Transit van load,3
13146378203,East Anglia,10/17/2016,Agricultural,Black bags - commercial,Significant/multiple loads,3
17144911607,Kent South London and East Sussex,10/18/2016,Council Land,Black bags - house hold,Significant/multiple loads,4
24145056914,Yorkshire,10/19/2016,Council Land,Black bags - house hold,Tipper lorry load,3
335141661227,Cumbria and Lancashire,10/19/2016,Commercial / Industrial,Other commercial waste,Significant/multiple loads,3
23147717513,West Midlands,10/20/2016,Watercourse / Bank,White Goods,Other single item,3
11147846801,Cumbria and Lancashire,10/20/2016,Commercial / Industrial,Other (unidentified),Significant/multiple loads,2
23147907413,West Midlands,10/24/2016,Commercial / Industrial,Other commercial waste,Significant/multiple loads,3
23147793113,West Midlands,10/24/2016,Agricultural,Other house hold waste,Tipper lorry load,3
16146905906,Hertfordshire and North London,10/25/2016,Watercourse / Bank,Other electrical,Single black bag,3
335141253993,East Anglia,10/25/2016,Agricultural,Other commercial waste,Significant/multiple loads,3
17147810907,Kent South London and East Sussex,10/25/2016,Highway,Construction/demolition/excavation,Tipper lorry load,3
25481057685,West Midlands,10/26/2016,Highway,Other commercial waste,Significant/multiple loads,4
23145366313,West Midlands,10/26/2016,Highway,Other commercial waste,Significant/multiple loads,4
23147902313,West Midlands,10/26/2016,Highway,Other commercial waste,Significant/multiple loads,4
19147503809,North East,10/27/2016,Watercourse / Bank,Black bags - house hold,Car boot load or less,3
23147766213,West Midlands,10/28/2016,Footpath / Bridleway,Other commercial waste,Significant/multiple loads,3
23148194613,West Midlands,10/31/2016,Council Land,Black bags - house hold,Tipper lorry load,3
22147909312,Wessex,11/1/2016,Watercourse / Bank,Other house hold waste,Other single item,3
11148026601,Cumbria and Lancashire,11/1/2016,Commercial / Industrial,Other commercial waste,Significant/multiple loads,2
